country,year,GDP,Unemployment,Interest_Rate,Debt,Working_Age_Pop,Inflation,Current_Account,Global_Oil
Russian Federation,1997,404928954191.876,11.813,32.04166667,143.948999533393,67.4804319582773,14.7613292688059,-0.206268282708236,45.14363585816453
Russian Federation,1998,270955486862.442,13.261,41.79166667,143.948999533393,68.1177219459454,27.6856798076743,0.026225709921156,31.36656182286985
Russian Federation,1999,195907128350.934,13.036,39.71666667,100.744137724205,68.9344453880575,85.7464940960635,11.6664565462153,42.71588215692125
Russian Federation,2000,259710142196.943,10.581,24.43333333,62.1488888669576,69.6547233461629,20.7987606558704,17.4742424828314,69.41210844837282
Russian Federation,2001,306602070620.5,8.978,17.90833333,48.9836153351704,70.2410756553619,21.4770072117158,10.4545347443772,61.764241720543275
Russian Federation,2002,345470494417.863,7.875,15.7,41.3527168644107,70.6598038913385,15.7887307914463,7.9523289090993,61.907585382371835
Russian Federation,2003,430347420184.885,8.21,12.975,4.277449261000299,70.8657498683787,13.6632930228666,7.69799200510312,66.31480412915562
Russian Federation,2004,591016690732.385,7.763,11.44166667,-20.64870138309174,70.9556288936617,10.8886157326216,9.90832254287658,81.92991415763237
Russian Federation,2005,764015973481.11,7.124,10.68333333,16.6608684477983,71.0437679328566,12.6853039507349,11.0454169715192,116.54474163654557
Russian Federation,2006,989932071352.543,7.055,10.425,9.89107286046746,71.1526373492373,9.66865454789263,9.32544491399994,140.57525119034
Russian Federation,2007,1299703478481.65,6.002,10.03333333,7.15843011658404,71.324932700866,9.0072986886108,5.55457619335894,148.983609180963
Russian Federation,2008,1660848058303.11,6.205,12.225,6.49528743788997,71.6157714426859,14.1107677840442,6.25797161157479,195.274434506963
Russian Federation,2009,1222645900055.7,8.301,15.30833333,8.69786633503919,71.9113339753798,11.6473295764118,4.12086933736946,127.67050890395004
Russian Federation,2010,1524916715223.95,7.407,10.81666667,9.09810564473106,72.1279442275068,6.84939230255025,4.4233366535099,166.65201477411526
Russian Federation,2011,2045922753398.04,6.571,8.458333333,8.64108194430582,72.0292797017845,8.44046485932569,4.75452652542426,211.677798671128
Russian Federation,2012,2208293553878.42,5.484,9.1,8.55140859340356,71.5757065534545,5.07474300799148,3.22793090052757,220.41245861719725
Russian Federation,2013,2292470078346.22,5.513,9.466666667,9.06725564048848,71.0307780178912,6.75371026220948,1.45817388483059,220.237747103227
Russian Federation,2014,2059241589895.01,5.212,11.14166667,11.2004612827286,70.3612786579556,7.82341183865507,2.79290979175164,203.16687450381
Russian Federation,2015,1363482182197.71,5.615,15.71666667,13.5407657768558,69.6107173405512,15.5344050528404,4.97088857375125,116.88467731856996
Russian Federation,2016,1276786350881.14,5.591,12.59833333,14.2417395793548,68.9243897445989,7.04244762954794,1.91643731021353,99.9999999999997
Russian Federation,2017,1574199360089.0,5.238,10.56,16.3253741158845,68.3009219594445,3.68332944412233,2.04412673615753,122.7425668981605
Russian Federation,2018,1657328773461.31,4.871,8.866666667,16.1685789853238,67.7832495905018,2.87829723647885,6.97989872935135,155.565059212108
Russian Federation,2019,1693115002708.32,4.513,8.753333333,17.2760484379376,67.2972984998669,4.47036660760176,3.87612476973049,142.88757825015574
Russian Federation,2020,1493075894362.14,5.62,6.775833333,22.992021036968,66.8593105362114,3.38165937237896,2.36911533657246,96.2593228900347
Russian Federation,2021,1829186719575.1,4.749,7.181083333,21.0287512612177,66.546118958482,6.69445891957613,6.83107025995823,156.3461425646965
Russian Federation,2022,2291612121334.64,3.867,11.45916667,19.2884758032917,66.2351438367188,4.510156401081802,10.3741278519981,231.3828646658915
Russian Federation,2023,2071505725030.58,3.076,11.6225,18.5032227571465,65.8803755973048,4.2549207454774445,2.38456738994872,194.26053940002424
Russian Federation,2024,2173835806671.66,2.527,9.86942789451,22.75382532163125,65.5441832951973,3.9996850898730876,2.90578799954145,191.77688801027324
United Kingdom,1995,1344240176739.78,8.694,6.693675,88.5375860631923,64.513311488528,2.69749518304432,-0.999550808668883,36.51207752578947
United Kingdom,1996,1419645865834.63,8.189,5.95853333333333,87.5361678606319,64.5912931133039,2.85178236397749,-0.727548507990115,45.33193878772347
